id,problem,solution,answer,difficulty,topic,difficulty_score,source_dataset
deepmath_4.5_60,"Let $a, b, c, d$ be real numbers such that $a + b + c + d = 8$ and $ab + ac + ad + bc + bd + cd = 12$. Determine the maximum possible value of $d$. \( \text{(Express your answer as a real number.)} \)","Topic: Mathematics -> Algebra -> Algebra -> Equations and Inequalities, Difficulty: 4.5",2 + 3\sqrt{2},4.5,Mathematics -> Algebra -> Algebra -> Equations and Inequalities,4.5,deepmath
deepmath_4.5_61,Evaluate the limit: $$\lim_{x \to 1} \left(\frac{23}{1-x^{23}}-\frac{11}{1-x^{11}} \right)$$,"Topic: Mathematics -> Precalculus -> Limits, Difficulty: 4.5",6,4.5,Mathematics -> Precalculus -> Limits,4.5,deepmath
deepmath_4.5_62,Calculate the limit: \[ \lim_{x \to \frac{\pi}{2}^+} \frac{\tan(x)}{\ln(2x - \pi)} \],"Topic: Mathematics -> Precalculus -> Limits, Difficulty: 4.5",+\infty,4.5,Mathematics -> Precalculus -> Limits,4.5,deepmath
deepmath_4.5_63,"Let \( \gamma: [a,b] \to \mathbb{C} \) be a piecewise continuously differentiable path, and let its image be \( \gamma^* \). Suppose \( f: \gamma^* \to \mathbb{C} \) is continuous. Does \( \max_{z \in \gamma^*} |f(z)| \) always exist?","Topic: Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives, Difficulty: 4.5",Yes,4.5,Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives,4.5,deepmath
deepmath_4.5_64,"In a regular octagon, a square is constructed outward on one of its sides. Inside the octagon, two diagonals intersect at point $B$. Determine the measure of angle $A B C$.","Topic: Mathematics -> Geometry -> Plane Geometry -> Polygons, Difficulty: 4.5",45^\circ,4.5,Mathematics -> Geometry -> Plane Geometry -> Polygons,4.5,deepmath
deepmath_4.5_65,"Determine whether the parametric curve given by \( x(t) = 5t^3 \) and \( y(t) = 4t - \sin(4t) \) has a well-defined tangent line at the origin \((0, 0)\).","Topic: Mathematics -> Calculus -> Differential Calculus -> Derivatives, Difficulty: 4.5",Yes,4.5,Mathematics -> Calculus -> Differential Calculus -> Derivatives,4.5,deepmath
deepmath_4.5_66,"Consider a $5\times5$ matrix $A$ with real entries and a $5\times1$ vector $x$. Determine the correct statement about the set $\{Ax, A^2x, A^3x, A^4x, A^5x\}$. Choose the correct option:

(a) Linear dependence/independence cannot be determined without knowing the whole matrix $A$.
(b) The vectors are linearly dependent.
(c) The vectors are linearly independent if and only if $A$ is symmetric.
(d) The vectors are linearly independent if and only if $A$ is positive definite.
(e) The vectors are linearly independent.","Topic: Mathematics -> Algebra -> Linear Algebra -> Vectors, Difficulty: 4.5",B,4.5,Mathematics -> Algebra -> Linear Algebra -> Vectors,4.5,deepmath
deepmath_4.5_67,"Starting with the number 1, determine the minimum number of operations needed to reach \(2^{2018}\) if you can either multiply the current number by 2 or square it in each step. Choose the correct answer from the following options:

A) 15
B) 16
C) 17
D) 18
E) 12","Topic: Mathematics -> Algebra -> Prealgebra -> Simple Equations, Difficulty: 4.5",C,4.5,Mathematics -> Algebra -> Prealgebra -> Simple Equations,4.5,deepmath
deepmath_4.5_68,"Evaluate the integral \( \int_0^1 x \log x \, dx \).","Topic: Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable, Difficulty: 4.5",-\dfrac{1}{4},4.5,Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable,4.5,deepmath
deepmath_4.5_69,"Determine the maximum value of \(|f''(x)|\) for the function \(f(x) = e^{-x^2}\) on the interval \([-1, 2]\).","Topic: Mathematics -> Calculus -> Differential Calculus -> Derivatives, Difficulty: 4.5",2,4.5,Mathematics -> Calculus -> Differential Calculus -> Derivatives,4.5,deepmath
deepmath_4.5_70,"Consider a triangle $ABC$ where $M$ is the midpoint of side $BC$. Given that $\angle MAC = \angle ABC$ and $\angle BAM = 105^{\circ}$, find the measure of $\angle ABC$. Solve the equation $$(4+\sqrt{3})\cos2x = 2 + \sin2x$$ to find the value of $x = \angle ABC$. Provide your answer in degrees.","Topic: Mathematics -> Precalculus -> Trigonometric Functions, Difficulty: 4.5",30,4.5,Mathematics -> Precalculus -> Trigonometric Functions,4.5,deepmath
deepmath_4.5_71,"Determine whether the root of the second derivative of a third-degree polynomial function \(f(x) = ax^3 + bx^2 + cx + d\) can always be expressed as \(\frac{1}{3}\) of the sum of the roots of \(f(x)\). If not, provide a counterexample or explanation.","Topic: Mathematics -> Algebra -> Algebra -> Polynomial Operations, Difficulty: 4.5",Yes,4.5,Mathematics -> Algebra -> Algebra -> Polynomial Operations,4.5,deepmath
deepmath_4.5_72,"Determine whether the following statement is true or false: If two matrices have the same solutions for every right-hand side vector, then the matrices must be identical.","Topic: Mathematics -> Algebra -> Linear Algebra -> Matrices, Difficulty: 4.5",True,4.5,Mathematics -> Algebra -> Linear Algebra -> Matrices,4.5,deepmath
deepmath_4.5_73,Find the last three digits of \(19^{100}\).,"Topic: Mathematics -> Number Theory -> Congruences, Difficulty: 4.5",001,4.5,Mathematics -> Number Theory -> Congruences,4.5,deepmath
deepmath_4.5_74,"If the function $f$ satisfies the equation \( f(x) + f\left( \frac{1}{\sqrt[3]{1-x^3}}\right) = x^3 \) for every real \( x \neq 1 \), what is \( f(-1) \)?

\( \textbf{(A)}\ -1 \qquad\textbf{(B)}\ \frac{1}{4} \qquad\textbf{(C)}\ \frac{1}{2} \qquad\textbf{(D)}\ \frac{7}{4} \qquad\textbf{(E)}\ \text{None of the above} \)","Topic: Mathematics -> Algebra -> Algebra -> Algebraic Expressions, Difficulty: 4.5",B,4.5,Mathematics -> Algebra -> Algebra -> Algebraic Expressions,4.5,deepmath
deepmath_4.5_75,"Evaluate the integral: $$\int_0^{\pi} \frac{\cos\theta}{1+\sin\theta} \, d\theta$$","Topic: Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable, Difficulty: 4.5",0,4.5,Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable,4.5,deepmath
